lon1,lat1,dist1,lon2,lat2,dist2,speed
20.977118,52.266563,Żoliborz,20.975327,52.265991,Żoliborz,16.497163310280314
20.979959,52.267082,Żoliborz,20.981457,52.267475,Żoliborz,16.636393577863423
20.9941031,52.2594896,Żoliborz,20.9941323,52.2594845,Żoliborz,0.6763760419800896
20.98637,52.2694483,Żoliborz,20.98637,52.2694483,Żoliborz,0.0
20.9788658,52.2621828,Żoliborz,20.9788228,52.2622015,Żoliborz,1.1748921102287802
20.9680918,52.2719895,Żoliborz,20.9680983,52.2719863,Żoliborz,0.20435012127183325
20.9682366,52.2695946,Żoliborz,20.9682261,52.2695935,Żoliborz,0.26095345357188054
20.967713,52.271616,Żoliborz,20.968143,52.271858,Żoliborz,7.155175512853945
20.985418,52.27763,Żoliborz,20.987017,52.278694,Żoliborz,38.573194211859914
20.968256,52.27187,Żoliborz,20.968258,52.271866,Żoliborz,0.11163168180023338
20.981215,52.267719,Żoliborz,20.980455,52.267487,Żoliborz,20.805775229104356
20.982632,52.275879,Żoliborz,20.981787,52.275398,Żoliborz,28.26808908182932
20.9686884,52.2720066,Żoliborz,20.9686895,52.2720077,Żoliborz,0.051622943605068826
20.962082,52.258732,Żoliborz,20.962069,52.258747,Żoliborz,0.4248184001289332
20.9667,52.2571,Żoliborz,20.9667,52.2571,Żoliborz,0.0
20.9864,52.2834,Żoliborz,20.986,52.2832,Żoliborz,9.731560427441295
20.987373,52.267841,Żoliborz,20.987398,52.267841,Żoliborz,0.47110205858969584
20.987804,52.267262,Żoliborz,20.987516,52.267593,Żoliborz,15.011305337075783
20.968157,52.272717,Żoliborz,20.969587,52.272278,Żoliborz,39.188552024392315
20.9789803,52.2703315,Żoliborz,20.9791091,52.270301,Żoliborz,3.3830691891078084
20.966162,52.257175,Żoliborz,20.966763,52.256893,Żoliborz,14.273311808631577
20.985481,52.269688,Żoliborz,20.985464,52.269684,Żoliborz,0.4461595221404901
20.977646,52.278896,Żoliborz,20.978167,52.279232,Żoliborz,18.539697872500987
20.968563,52.272091,Żoliborz,20.968561,52.272095,Żoliborz,0.16744744994893018
20.971393333,52.271856333,Żoliborz,20.971959167,52.271714,Żoliborz,10.703978213111649
21.0031281,52.266495,Żoliborz,21.00219,52.26754,Żoliborz,43.38963862145479
20.981457,52.267475,Żoliborz,20.982473,52.267731,Żoliborz,26.916499917097358
20.9725141,52.26477,Żoliborz,20.9726098,52.2648445,Żoliborz,2.529007720768651
20.9941323,52.2594845,Żoliborz,20.9941508,52.2594835,Żoliborz,0.4136815687151886
20.967856,52.265468,Żoliborz,20.965029,52.266258,Żoliborz,50.756919201351195
20.98637,52.2694483,Żoliborz,20.98637,52.2694483,Żoliborz,0.0
20.95998,52.2596183,Żoliborz,20.95998,52.2596183,Żoliborz,0.0
20.9788228,52.2622015,Żoliborz,20.9788316,52.2621936,Żoliborz,0.3827423168122658
20.9680983,52.2719863,Żoliborz,20.9681065,52.271983,Żoliborz,0.24040526698071443
20.9682261,52.2695935,Żoliborz,20.9682146,52.2695735,Żoliborz,0.5658131977385494
20.968143,52.271858,Żoliborz,20.968143,52.271858,Żoliborz,0.0
20.987017,52.278694,Żoliborz,20.987293,52.278843,Żoliborz,8.195305527230131
20.968258,52.271866,Żoliborz,20.968266,52.271866,Żoliborz,0.13064044247651213
20.980455,52.267487,Żoliborz,20.978979,52.267097,Żoliborz,35.80436347321183
20.981787,52.275398,Żoliborz,20.981468,52.275223,Żoliborz,7.495644631422939
20.9686895,52.2720077,Żoliborz,20.968694,52.2720054,Żoliborz,0.11047739695381456
20.9667,52.2571,Żoliborz,20.966,52.2573,Żoliborz,15.77391485764109
20.987398,52.267841,Żoliborz,20.9873,52.2678,Żoliborz,2.423438555460122
20.987516,52.267593,Żoliborz,20.987417,52.2677,Żoliborz,3.7862922850666116
20.969587,52.272278,Żoliborz,20.969698,52.272251,Żoliborz,2.08991009662607
20.9676175,52.2716884,Żoliborz,20.9676226,52.2716866,Żoliborz,0.09614384136591977
20.9791091,52.270301,Żoliborz,20.9795921,52.2702491,Żoliborz,12.012570435862491
20.985464,52.269684,Żoliborz,20.985611,52.269535,Żoliborz,5.806015041565846
20.978167,52.279232,Żoliborz,20.979887,52.280151,Żoliborz,37.28435614605394
20.992262,52.262531,Żoliborz,20.991234,52.263584,Żoliborz,16.367664470857854
20.968561,52.272095,Żoliborz,20.968578,52.272095,Żoliborz,0.3470118824608
20.971959167,52.271714,Żoliborz,20.972127667,52.271710333,Żoliborz,4.130045252618332
21.00219,52.26754,Żoliborz,21.00091,52.26835,Żoliborz,45.106242952628534
20.982473,52.267731,Żoliborz,20.984085,52.268135,Żoliborz,28.44852213759942
20.976645,52.278931,Żoliborz,20.971819,52.27626,Żoliborz,31.876498100051766
20.9726098,52.2648445,Żoliborz,20.9743278,52.2655821,Żoliborz,34.275177918091835
20.9941508,52.2594835,Żoliborz,20.994141,52.2594813,Żoliborz,0.25575918120551844
20.98637,52.2694483,Żoliborz,20.98637,52.2694483,Żoliborz,0.0
20.95998,52.2596183,Żoliborz,20.95998,52.2596183,Żoliborz,0.0
20.9788316,52.2621936,Żoliborz,20.9790146,52.262394,Żoliborz,9.189973746711308
20.9681065,52.271983,Żoliborz,20.9681081,52.2719771,Żoliborz,0.15960517167680438
20.9682146,52.2695735,Żoliborz,20.9682228,52.2695606,Żoliborz,0.5540818010589055
20.987293,52.278843,Żoliborz,20.986837,52.279137,Żoliborz,16.224355613867466
20.978979,52.267097,Żoliborz,20.977392,52.266666,Żoliborz,42.53434284299285
20.981468,52.275223,Żoliborz,20.98131,52.274948,Żoliborz,11.668721877246227
20.968694,52.2720054,Żoliborz,20.9686927,52.2720074,Żoliborz,0.08616071114034414
20.962362,52.258682,Żoliborz,20.964375,52.2579,Żoliborz,36.51167711145938
